9.643499972298741	0
10.715167038142681	1
11.78449997678399	2
12.852958985604346	3
13.85695906355977	4
14.929666998796165	5
29.930667020380497	6
30.99716699216515	7
31.995292054489255	8
32.93474996462464	9
33.87583396397531	10
34.81537499465048	11
35.75495898257941	12
50.69437506608665	13
51.634709001518786	14
52.574041998013854	15
53.51766699459404	16
54.45545900147408	17
55.394249968230724	18
56.33308400865644	19
71.27233396749943	20
72.21074996050447	21
73.15554202068597	22
74.08662501256913	23
75.0249590491876	24
75.96270903013647	25
76.90120895858854	26
77.84008397720754	27
92.79237501323223	28
93.7505840556696	29
94.70804198645055	30
95.66524997353554	31
96.62179206497967	32
97.57395903579891	33
98.51300006266683	34
113.46845899242908	35
114.41058397758752	36
115.35175004974008	37
116.291334037669	38
117.23087506834418	39
118.16920898854733	40
119.09883399493992	41
120.03750004805624	42
134.99420904554427	43
135.95120899844915	44
136.90683396998793	45
137.86441704723984	46
138.8218749780208	47
139.77829203940928	48
140.73416707105935	49
155.68049997091293	50
156.61995904520154	51
157.55862498190254	52
158.50554197095335	53
159.44437496364117	54
160.38320900406688	55
161.3210840150714	56
176.25966703053564	57
177.19870898872614	58
178.13754198141396	59
179.06837502960116	60
180.02470897044986	61
180.96441705711186	62
181.9100839784369	63
182.8489169711247	64
194.7940420359373	65
195.73341705836356	66
196.68712501879781	67
197.6327090524137	68
198.64112499635667	69
199.59475006908178	70
200.53441706113517	71
215.4741670237854	72
216.4120840607211	73
217.35795901622623	74
218.3006249833852	75
219.24354205839336	76
220.1823340728879	77
221.12208406906575	78
222.05350000876933	79
237.0140419807285	80
237.9527089651674	81
238.89687506016344	82
239.87566702999175	83
240.84700003731996	84
241.7932499665767	85
242.75225005112588	86
257.6927919872105	87
258.63708404358476	88
259.6026670653373	89
260.54200006183237	90
261.4806250203401	91
262.44020904414356	92
263.38120899163187	93
278.32899999339134	94
279.26804206799716	95
280.2072500344366	96
281.14500001538545	97
282.11770905181766	98
283.06204196996987	99
